분류,경로,이름,Q1,Q2,상태,비고,PR,완료일
09-national,09-national/other/SP-NAT-OTHER-KPBA_v1.1.md,SP-NAT-OTHER-KPBA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-FIST_v1.1.md,SP-NAT-OTHER-FIST_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIC_v1.1.md,SP-NAT-OTHER-KIC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIPA2_v1.1.md,SP-NAT-OTHER-KIPA2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KODDI_v1.1.md,SP-NAT-OTHER-KODDI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KLRI_v1.1.md,SP-NAT-OTHER-KLRI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-QIA2_v1.1.md,SP-NAT-OTHER-QIA2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-CBNUH_v1.1.md,SP-NAT-OTHER-CBNUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIND_v1.1.md,SP-NAT-OTHER-KIND_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOCEMA_v1.1.md,SP-NAT-OTHER-KOCEMA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-GNUDH_v1.1.md,SP-NAT-OTHER-GNUDH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KISDI_v1.1.md,SP-NAT-OTHER-KISDI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIMST2_v1.1.md,SP-NAT-OTHER-KIMST2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NIBP_v1.1.md,SP-NAT-OTHER-NIBP_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-DGSM_v1.1.md,SP-NAT-OTHER-DGSM_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-FKVJF_v1.1.md,SP-NAT-OTHER-FKVJF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KRIHS_v1.1.md,SP-NAT-OTHER-KRIHS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-K_v1.1.md,SP-NAT-OTHER-K_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCOPA_v1.1.md,SP-NAT-OTHER-KCOPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-SNUDH_v1.1.md,SP-NAT-OTHER-SNUDH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOFRS_v1.1.md,SP-NAT-OTHER-KOFRS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-MND2_v1.1.md,SP-NAT-OTHER-MND2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCC2_v1.1.md,SP-NAT-OTHER-KCC2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSTATINFO_v1.1.md,SP-NAT-OTHER-KOSTATINFO_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-APCC_v1.1.md,SP-NAT-OTHER-APCC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOWACO2_v1.1.md,SP-NAT-OTHER-KOWACO2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-ACC_v1.1.md,SP-NAT-OTHER-ACC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOCCA_v1.1.md,SP-NAT-OTHER-KOCCA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NNIBR_v1.1.md,SP-NAT-OTHER-NNIBR_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-HMC_v1.1.md,SP-NAT-OTHER-HMC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIHF_v1.1.md,SP-NAT-OTHER-KIHF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KAWF_v1.1.md,SP-NAT-OTHER-KAWF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIDP_v1.1.md,SP-NAT-OTHER-KIDP_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KNUH_v1.1.md,SP-NAT-OTHER-KNUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-FOODCLUSTER_v1.1.md,SP-NAT-OTHER-FOODCLUSTER_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOCOAL_v1.1.md,SP-NAT-OTHER-KOCOAL_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KFI_v1.1.md,SP-NAT-OTHER-KFI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOHMI_v1.1.md,SP-NAT-OTHER-KOHMI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KMRB_v1.1.md,SP-NAT-OTHER-KMRB_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KHIDI_v1.1.md,SP-NAT-OTHER-KHIDI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KRDIST_v1.1.md,SP-NAT-OTHER-KRDIST_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KWMF_v1.1.md,SP-NAT-OTHER-KWMF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-AURI_v1.1.md,SP-NAT-OTHER-AURI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KPIPA_v1.1.md,SP-NAT-OTHER-KPIPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOHI_v1.1.md,SP-NAT-OTHER-KOHI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCPC_v1.1.md,SP-NAT-OTHER-KCPC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSAF2_v1.1.md,SP-NAT-OTHER-KOSAF2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KPC2_v1.1.md,SP-NAT-OTHER-KPC2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KEPCOMCS_v1.1.md,SP-NAT-OTHER-KEPCOMCS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIIP_v1.1.md,SP-NAT-OTHER-KIIP_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-UPA_v1.1.md,SP-NAT-OTHER-UPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-IHM_v1.1.md,SP-NAT-OTHER-IHM_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KRNW_v1.1.md,SP-NAT-OTHER-KRNW_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KICCE2_v1.1.md,SP-NAT-OTHER-KICCE2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NYPI_v1.1.md,SP-NAT-OTHER-NYPI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-ARIRANGTV_v1.1.md,SP-NAT-OTHER-ARIRANGTV_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-AKS_v1.1.md,SP-NAT-OTHER-AKS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCIA_v1.1.md,SP-NAT-OTHER-KCIA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KFSP_v1.1.md,SP-NAT-OTHER-KFSP_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOROIS_v1.1.md,SP-NAT-OTHER-KOROIS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-APFC_v1.1.md,SP-NAT-OTHER-APFC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KWQC_v1.1.md,SP-NAT-OTHER-KWQC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KETEP_v1.1.md,SP-NAT-OTHER-KETEP_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-BPA_v1.1.md,SP-NAT-OTHER-BPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-DTAQ_v1.1.md,SP-NAT-OTHER-DTAQ_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-DEC_v1.1.md,SP-NAT-OTHER-DEC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-ICTPA_v1.1.md,SP-NAT-OTHER-ICTPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOAT_v1.1.md,SP-NAT-OTHER-KOAT_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KMRI_v1.1.md,SP-NAT-OTHER-KMRI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KREI_v1.1.md,SP-NAT-OTHER-KREI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-SNKA_v1.1.md,SP-NAT-OTHER-SNKA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KEA2_v1.1.md,SP-NAT-OTHER-KEA2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-PNUH_v1.1.md,SP-NAT-OTHER-PNUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KRTECH_v1.1.md,SP-NAT-OTHER-KRTECH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIPSO_v1.1.md,SP-NAT-OTHER-KIPSO_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KDI_v1.1.md,SP-NAT-OTHER-KDI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KF_v1.1.md,SP-NAT-OTHER-KF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-JEJUUH_v1.1.md,SP-NAT-OTHER-JEJUUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KLI_v1.1.md,SP-NAT-OTHER-KLI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOFFA_v1.1.md,SP-NAT-OTHER-KOFFA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KECO2_v1.1.md,SP-NAT-OTHER-KECO2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-GSNUH_v1.1.md,SP-NAT-OTHER-GSNUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-JBNUH_v1.1.md,SP-NAT-OTHER-JBNUH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSSWA_v1.1.md,SP-NAT-OTHER-KOSSWA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KICE_v1.1.md,SP-NAT-OTHER-KICE_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-HONAM_v1.1.md,SP-NAT-OTHER-HONAM_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOTSA_v1.1.md,SP-NAT-OTHER-KOTSA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KYCI_v1.1.md,SP-NAT-OTHER-KYCI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KINAC_v1.1.md,SP-NAT-OTHER-KINAC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NEAHF_v1.1.md,SP-NAT-OTHER-NEAHF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NCC_v1.1.md,SP-NAT-OTHER-NCC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCGPTC_v1.1.md,SP-NAT-OTHER-KCGPTC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KCDF_v1.1.md,SP-NAT-OTHER-KCDF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KODIT2_v1.1.md,SP-NAT-OTHER-KODIT2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOBACO_v1.1.md,SP-NAT-OTHER-KOBACO_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-STEPI_v1.1.md,SP-NAT-OTHER-STEPI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-POSTFIN_v1.1.md,SP-NAT-OTHER-POSTFIN_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOFIC_v1.1.md,SP-NAT-OTHER-KOFIC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KSIF_v1.1.md,SP-NAT-OTHER-KSIF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSBI_v1.1.md,SP-NAT-OTHER-KOSBI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KEF2_v1.1.md,SP-NAT-OTHER-KEF2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KDF_v1.1.md,SP-NAT-OTHER-KDF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-GKA_v1.1.md,SP-NAT-OTHER-GKA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSEA_v1.1.md,SP-NAT-OTHER-KOSEA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KNB_v1.1.md,SP-NAT-OTHER-KNB_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOFIH_v1.1.md,SP-NAT-OTHER-KOFIH_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-STA_v1.1.md,SP-NAT-OTHER-STA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NKRF_v1.1.md,SP-NAT-OTHER-NKRF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-ADD_v1.1.md,SP-NAT-OTHER-ADD_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KEI_v1.1.md,SP-NAT-OTHER-KEI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-LTIKOREA_v1.1.md,SP-NAT-OTHER-LTIKOREA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOSTATPROMO_v1.1.md,SP-NAT-OTHER-KOSTATPROMO_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KEDI_v1.1.md,SP-NAT-OTHER-KEDI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KODATA_v1.1.md,SP-NAT-OTHER-KODATA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOTI_v1.1.md,SP-NAT-OTHER-KOTI_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-MABIK_v1.1.md,SP-NAT-OTHER-MABIK_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KVIC_v1.1.md,SP-NAT-OTHER-KVIC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOPSA_v1.1.md,SP-NAT-OTHER-KOPSA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KYWA_v1.1.md,SP-NAT-OTHER-KYWA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KODA_v1.1.md,SP-NAT-OTHER-KODA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KNCSW_v1.1.md,SP-NAT-OTHER-KNCSW_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NIPA2_v1.1.md,SP-NAT-OTHER-NIPA2_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KRIVET_v1.1.md,SP-NAT-OTHER-KRIVET_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KISED_v1.1.md,SP-NAT-OTHER-KISED_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KOIPA_v1.1.md,SP-NAT-OTHER-KOIPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KIPA_v1.1.md,SP-NAT-OTHER-KIPA_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-GADC_v1.1.md,SP-NAT-OTHER-GADC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-KLAC_v1.1.md,SP-NAT-OTHER-KLAC_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-IBS_v1.1.md,SP-NAT-OTHER-IBS_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-DGMIF_v1.1.md,SP-NAT-OTHER-DGMIF_v1.1,Y,N,미착수,,,
09-national,09-national/other/SP-NAT-OTHER-NAM_v1.1.md,SP-NAT-OTHER-NAM_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IIACFM_v1.1.md,SP-NAT-UNLISTED-IIACFM_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKSB_v1.1.md,SP-NAT-UNLISTED-IBKSB_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KEPCOFMS_v1.1.md,SP-NAT-UNLISTED-KEPCOFMS_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKSEC_v1.1.md,SP-NAT-UNLISTED-IBKSEC_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-SPOSTPENSION_v1.1.md,SP-NAT-UNLISTED-SPOSTPENSION_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-EASYCARE_v1.1.md,SP-NAT-UNLISTED-EASYCARE_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKCB_v1.1.md,SP-NAT-UNLISTED-IBKCB_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKAM_v1.1.md,SP-NAT-UNLISTED-IBKAM_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KDBCAP_v1.1.md,SP-NAT-UNLISTED-KDBCAP_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KLIC_v1.1.md,SP-NAT-UNLISTED-KLIC_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KDBINFRA_v1.1.md,SP-NAT-UNLISTED-KDBINFRA_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-CAMCOFMC_v1.1.md,SP-NAT-UNLISTED-CAMCOFMC_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-ARIRANGMEDIA_v1.1.md,SP-NAT-UNLISTED-ARIRANGMEDIA_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KDBLIFE_v1.1.md,SP-NAT-UNLISTED-KDBLIFE_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-EXFM_v1.1.md,SP-NAT-UNLISTED-EXFM_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KEPCOCSC_v1.1.md,SP-NAT-UNLISTED-KEPCOCSC_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KDBINVEST_v1.1.md,SP-NAT-UNLISTED-KDBINVEST_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKCAP_v1.1.md,SP-NAT-UNLISTED-IBKCAP_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKVC_v1.1.md,SP-NAT-UNLISTED-IBKVC_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKSYS_v1.1.md,SP-NAT-UNLISTED-IBKSYS_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-LHWELFARE_v1.1.md,SP-NAT-UNLISTED-LHWELFARE_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-IBKPENSION_v1.1.md,SP-NAT-UNLISTED-IBKPENSION_v1.1,Y,N,미착수,,,
09-national,09-national/unlisted/SP-NAT-UNLISTED-KOGASSECURITY_v1.1.md,SP-NAT-UNLISTED-KOGASSECURITY_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KEPCO_v1.1.md,SP-NAT-ENT-KEPCO_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-EWP_v1.1.md,SP-NAT-ENT-EWP_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-REB_v1.1.md,SP-NAT-ENT-REB_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-HUG_v1.1.md,SP-NAT-ENT-HUG_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOGAS_v1.1.md,SP-NAT-ENT-KOGAS_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOGAT_v1.1.md,SP-NAT-ENT-KOGAT_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-LH_v1.1.md,SP-NAT-ENT-LH_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-EX_v1.1.md,SP-NAT-ENT-EX_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KODIT_v1.1.md,SP-NAT-ENT-KODIT_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOEM_v1.1.md,SP-NAT-ENT-KOEM_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KEPCOENG_v1.1.md,SP-NAT-ENT-KEPCOENG_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOEN_v1.1.md,SP-NAT-ENT-KOEN_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KORAIL_v1.1.md,SP-NAT-ENT-KORAIL_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KNOC_v1.1.md,SP-NAT-ENT-KNOC_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KHNP_v1.1.md,SP-NAT-ENT-KHNP_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOMIR_v1.1.md,SP-NAT-ENT-KOMIR_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KDN_v1.1.md,SP-NAT-ENT-KDN_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-JDC_v1.1.md,SP-NAT-ENT-JDC_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KEPCOKPS_v1.1.md,SP-NAT-ENT-KEPCOKPS_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-GKL_v1.1.md,SP-NAT-ENT-GKL_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KRA_v1.1.md,SP-NAT-ENT-KRA_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOMIPO_v1.1.md,SP-NAT-ENT-KOMIPO_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOSPO_v1.1.md,SP-NAT-ENT-KOSPO_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KOMSCO_v1.1.md,SP-NAT-ENT-KOMSCO_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KL_v1.1.md,SP-NAT-ENT-KL_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KAC_v1.1.md,SP-NAT-ENT-KAC_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-IIAC_v1.1.md,SP-NAT-ENT-IIAC_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-WP_v1.1.md,SP-NAT-ENT-WP_v1.1,Y,N,미착수,,,
09-national,09-national/enterprises/SP-NAT-ENT-KWATER_v1.1.md,SP-NAT-ENT-KWATER_v1.1,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KISA_v1.2.md,SP-NAT-QGOV-KISA_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOTRA2_v1.2.md,SP-NAT-QGOV-KOTRA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KNPS_v1.2.md,SP-NAT-QGOV-KNPS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOSMES_v1.2.md,SP-NAT-QGOV-KOSMES_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-NIA2_v1.2.md,SP-NAT-QGOV-NIA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KEIT2_v1.2.md,SP-NAT-QGOV-KEIT2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-HF_v1.2.md,SP-NAT-QGOV-HF_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KODIT3_v1.2.md,SP-NAT-QGOV-KODIT3_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KTO_v1.2.md,SP-NAT-QGOV-KTO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KICOX_v1.2.md,SP-NAT-QGOV-KICOX_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-HRDKOREA_v1.2.md,SP-NAT-QGOV-HRDKOREA_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-QIA3_v1.2.md,SP-NAT-QGOV-QIA3_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KESCO_v1.2.md,SP-NAT-QGOV-KESCO_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-KOFIA2_v1.2.md,SP-NAT-QGOV-KOFIA2_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-NPS_v1.2.md,SP-NAT-QGOV-NPS_v1.2,Y,N,미착수,,,
09-national,09-national/qgov/SP-NAT-QGOV-HIRA_v1.2.md,SP-NAT-QGOV-HIRA_v1.2,Y,N,미착수,,,
