code,name,level,parent_code
5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,4,582
58221,시스템 소프트웨어 개발 및 공급업,5,5822
58222,응용 소프트웨어 개발 및 공급업,5,5822
59,영상ㆍ오디오 기록물 제작 및 배급업,2,J
591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",3,59
5911,"영화, 비디오물 및 방송 프로그램 제작업",4,591
59111,일반 영화 및 비디오물 제작업,5,5911
59112,애니메이션 영화 및 비디오물 제작업,5,5911
59113,광고 영화 및 비디오물 제작업,5,5911
59114,방송 프로그램 제작업,5,5911
5912,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",4,591
59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",5,5912
5913,"영화, 비디오물 및 방송 프로그램 배급업",4,591
59130,"영화, 비디오물 및 방송 프로그램 배급업",5,5913
5914,영화 및 비디오물 상영업,4,591
59141,영화관 운영업,5,5914
59142,비디오물 감상실 운영업,5,5914
592,오디오물 출판 및 원판 녹음업,3,59
5920,오디오물 출판 및 원판 녹음업,4,592
59201,음악 및 기타 오디오물 출판업,5,5920
59202,녹음시설 운영업,5,5920
60,방송업,2,J
601,라디오 방송업,3,60
6010,라디오 방송업,4,601
60100,라디오 방송업,5,6010
602,텔레비전 방송업,3,60
6021,지상파 방송업,4,602
60210,지상파 방송업,5,6021
6022,"유선, 위성 및 기타 방송업",4,602
60221,프로그램 공급업,5,6022
60222,유선 방송업,5,6022
60229,위성 및 기타 방송업,5,6022
61,우편 및 통신업,2,J
611,공영 우편업,3,61
6110,공영 우편업,4,611
61100,공영 우편업,5,6110
612,전기 통신업,3,61
6121,유선 통신업,4,612
61210,유선 통신업,5,6121
6122,무선 및 위성 통신업,4,612
61220,무선 및 위성 통신업,5,6122
6129,기타 전기 통신업,4,612
61291,통신 재판매업,5,6129
61299,그 외 기타 전기 통신업,5,6129
62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2,J
620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3,62
6201,컴퓨터 프로그래밍 서비스업,4,620
62010,컴퓨터 프로그래밍 서비스업,5,6201
6202,"컴퓨터 시스템 통합 자문, 구축 및 관리업",4,620
62021,컴퓨터 시스템 통합 자문 및 구축 서비스업,5,6202
62022,컴퓨터시설 관리업,5,6202
6209,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,4,620
62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,5,6209
63,정보서비스업,2,J
631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",3,63
6311,"자료 처리, 호스팅 및 관련 서비스업",4,631
63111,자료 처리업,5,6311
63112,호스팅 및 관련 서비스업,5,6311
6312,포털 및 기타 인터넷 정보 매개 서비스업,4,631
63120,포털 및 기타 인터넷 정보 매개 서비스업,5,6312
639,기타 정보 서비스업,3,63
6391,뉴스 제공업,4,639
63910,뉴스 제공업,5,6391
6399,그 외 기타 정보 서비스업,4,639
63991,데이터베이스 및 온라인 정보 제공업,5,6399
63999,그 외 기타 정보 서비스업,5,6399
K,금융 및 보험업,1,
64,금융업,2,K
641,은행 및 저축기관,3,64
6411,중앙은행,4,641
64110,중앙은행,5,6411
6412,일반은행,4,641
64121,국내은행,5,6412
64122,외국은행,5,6412
6413,신용조합 및 저축기관,4,641
64131,신용조합,5,6413
64132,상호 저축은행 및 기타 저축기관,5,6413
642,신탁업 및 집합 투자업,3,64
6420,신탁업 및 집합 투자업,4,642
64201,신탁업 및 집합 투자업,5,6420
64209,기타 금융 투자업,5,6420
649,기타 금융업,3,64
6491,여신 금융업,4,649
64911,금융 리스업,5,6491
64912,개발 금융기관,5,6491
64913,신용카드 및 할부 금융업,5,6491
64919,그 외 기타 여신 금융업,5,6491
6499,그 외 기타 금융업,4,649
64991,기금 운영업,5,6499
64992,지주회사,5,6499
64999,그 외 기타 분류 안된 금융업,5,6499
65,보험 및 연금업,2,K
651,보험업,3,65
6511,생명보험업,4,651
65110,생명보험업,5,6511
6512,손해 및 보증보험업,4,651
65121,손해보험업,5,6512
65122,보증보험업,5,6512
6513,사회보장보험업,4,651
65131,건강보험업,5,6513
65139,산업 재해 및 기타 사회보장보험업,5,6513
652,재보험업,3,65
6520,재보험업,4,652
65200,재보험업,5,6520
653,연금 및 공제업,3,65
6530,연금 및 공제업,4,653
65301,개인 공제업,5,6530
65302,사업 공제업,5,6530
65303,연금업,5,6530
66,금융 및 보험관련 서비스업,2,K
661,금융 지원 서비스업,3,66
6611,금융시장 관리업,4,661
66110,금융시장 관리업,5,6611
6612,증권 및 선물 중개업,4,661
66121,증권 중개업,5,6612
66122,선물 중개업,5,6612
6619,기타 금융 지원 서비스업,4,661
66191,"증권 발행, 관리, 보관 및 거래 지원 서비스업",5,6619
66192,투자 자문업 및 투자 일임업,5,6619
66199,그 외 기타 금융 지원 서비스업,5,6619
662,보험 및 연금관련 서비스업,3,66
6620,보험 및 연금관련 서비스업,4,662
66201,손해 사정업,5,6620
66202,보험 대리 및 중개업,5,6620
66209,기타 보험 및 연금관련 서비스업,5,6620
L,부동산업,1,
68,부동산업,2,L
681,부동산 임대 및 공급업,3,68
6811,부동산 임대업,4,681
68111,주거용 건물 임대업,5,6811
68112,비주거용 건물 임대업,5,6811
68119,기타 부동산 임대업,5,6811
6812,부동산 개발 및 공급업,4,681
68121,주거용 건물 개발 및 공급업,5,6812
68122,비주거용 건물 개발 및 공급업,5,6812
68129,기타 부동산 개발 및 공급업,5,6812
682,부동산관련 서비스업,3,68
6821,부동산 관리업,4,682
68211,주거용 부동산 관리업,5,6821
68212,비주거용 부동산 관리업,5,6821
6822,"부동산 중개, 자문 및 감정 평가업",4,682
68221,부동산 중개 및 대리업,5,6822
68222,부동산 투자 자문업,5,6822
68223,부동산 감정 평가업,5,6822
M,"전문, 과학 및 기술 서비스업",1,
70,연구개발업,2,M
701,자연과학 및 공학 연구개발업,3,70
7011,자연과학 연구개발업,4,701
70111,"물리, 화학 및 생물학 연구개발업",5,7011
70112,농림수산학 및 수의학 연구개발업,5,7011
70113,의학 및 약학 연구개발업,5,7011
70119,기타 자연과학 연구개발업,5,7011
7012,공학 연구개발업,4,701
70121,전기ㆍ전자공학 연구개발업,5,7012
70129,기타 공학 연구개발업,5,7012
7013,자연과학 및 공학 융합 연구개발업,4,701
70130,자연과학 및 공학 융합 연구개발업,5,7013
702,인문 및 사회과학 연구개발업,3,70
7020,인문 및 사회과학 연구개발업,4,702
70201,경제 및 경영학 연구개발업,5,7020
70209,기타 인문 및 사회과학 연구개발업,5,7020
71,전문 서비스업,2,M
711,법무관련 서비스업,3,71
7110,법무관련 서비스업,4,711
71101,변호사업,5,7110
71102,변리사업,5,7110
71103,법무사업,5,7110
71109,기타 법무관련 서비스업,5,7110
712,회계 및 세무관련 서비스업,3,71
7120,회계 및 세무관련 서비스업,4,712
71201,공인회계사업,5,7120
71202,세무사업,5,7120
71209,기타 회계 관련 서비스업,5,7120
713,광고업,3,71
7131,광고 대행업,4,713
71310,광고 대행업,5,7131
7139,기타 광고업,4,713
71391,옥외 및 전시 광고업,5,7139
71392,광고 매체 판매업,5,7139
71393,"광고물 문안, 도안, 설계 등 작성업",5,7139
71399,그 외 기타 광고 관련 서비스업,5,7139
714,시장 조사 및 여론 조사업,3,71
7140,시장 조사 및 여론 조사업,4,714
71400,시장 조사 및 여론 조사업,5,7140
715,회사 본부 및 경영 컨설팅 서비스업,3,71
7151,회사 본부,4,715
71511,제조업 회사 본부,5,7151
71519,기타 산업 회사본부,5,7151
7153,경영 컨설팅 및 공공 관계 서비스업,4,715
71531,경영 컨설팅업,5,7153
71532,공공관계 서비스업,5,7153
716,기타 전문 서비스업,3,71
7160,기타 전문 서비스업,4,716
71600,기타 전문 서비스업,5,7160
72,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",2,M
721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",3,72
7211,건축 및 조경 설계 서비스업,4,721
72111,건축 설계 및 관련 서비스업,5,7211
72112,도시 계획 및 조경 설계 서비스업,5,7211
7212,엔지니어링 서비스업,4,721
72121,건물 및 토목 엔지니어링 서비스업,5,7212
72122,환경 관련 엔지니어링 서비스업,5,7212
72129,기타 엔지니어링 서비스업,5,7212
729,기타 과학기술 서비스업,3,72
7291,"기술 시험, 검사 및 분석업",4,729
72911,물질 성분 검사 및 분석업,5,7291
72919,"기타 기술 시험, 검사 및 분석업",5,7291
7292,"측량, 지질 조사 및 지도 제작업",4,729
72921,측량업,5,7292
72922,제도업,5,7292
72923,지질 조사 및 탐사업,5,7292
72924,지도 제작업,5,7292
73,"기타 전문, 과학 및 기술 서비스업",2,M
731,수의업,3,73
7310,수의업,4,731
73100,수의업,5,7310
732,전문 디자인업,3,73
7320,전문 디자인업,4,732
73201,인테리어 디자인업,5,7320
73202,제품 디자인업,5,7320
73203,시각 디자인업,5,7320
73209,"패션, 섬유류 및 기타 전문 디자인업",5,7320
733,사진 촬영 및 처리업,3,73
7330,사진 촬영 및 처리업,4,733
73301,인물 사진 및 행사용 영상 촬영업,5,7330
73302,상업용 사진 촬영업,5,7330
73303,사진 처리업,5,7330
739,"그 외 기타 전문, 과학 및 기술 서비스업",3,73
7390,"그 외 기타 전문, 과학 및 기술 서비스업",4,739
73901,매니저업,5,7390
73902,번역 및 통역 서비스업,5,7390
73903,사업 및 무형 재산권 중개업,5,7390
73904,"물품 감정, 계량 및 견본 추출업",5,7390
73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",5,7390
N,"사업시설 관리, 사업 지원 및 임대 서비스업",1,
74,사업시설 관리 및 조경 서비스업,2,N
741,사업시설 유지ㆍ관리 서비스업,3,74
7410,사업시설 유지ㆍ관리 서비스업,4,741
74100,사업시설 유지ㆍ관리 서비스업,5,7410
742,건물ㆍ산업설비 청소 및 방제 서비스업,3,74
7421,건물 및 산업설비 청소업,4,742
74211,건축물 일반 청소업,5,7421
74212,"산업설비, 운송장비 및 공공장소 청소업",5,7421
7422,"소독, 구충 및 방제 서비스업",4,742
74220,"소독, 구충 및 방제 서비스업",5,7422
743,조경관리 및 유지 서비스업,3,74
7430,조경관리 및 유지 서비스업,4,743
74300,조경관리 및 유지 서비스업,5,7430
75,사업 지원 서비스업,2,N
751,고용 알선 및 인력 공급업,3,75
7511,고용 알선업,4,751
75110,고용 알선업,5,7511
7512,인력 공급업,4,751
75121,임시 및 일용 인력 공급업,5,7512
75122,상용 인력 공급 및 인사관리 서비스업,5,7512
752,여행사 및 기타 여행 보조 서비스업,3,75
7521,여행사업,4,752
75210,여행사업,5,7521
7529,기타 여행 보조 및 예약 서비스업,4,752
75290,기타 여행 보조 및 예약 서비스업,5,7529
753,"경비, 경호 및 탐정업",3,75
7531,경비 및 경호 서비스업,4,753
75310,경비 및 경호 서비스업,5,7531
7532,보안 시스템 서비스업,4,753
75320,보안 시스템 서비스업,5,7532
7533,탐정 및 조사 서비스업,4,753
75330,탐정 및 조사 서비스업,5,7533
759,기타 사업 지원 서비스업,3,75
7591,사무 지원 서비스업,4,759
75911,문서 작성업,5,7591
75912,복사업,5,7591
75919,기타 사무 지원 서비스업,5,7591
7599,그 외 기타 사업 지원 서비스업,4,759
75991,콜센터 및 텔레마케팅 서비스업,5,7599
75992,"전시, 컨벤션 및 행사 대행업",5,7599
75993,신용 조사 및 추심 대행업,5,7599
75994,포장 및 충전업,5,7599
75999,그 외 기타 분류 안된 사업 지원 서비스업,5,7599
76,임대업; 부동산 제외,2,N
761,운송장비 임대업,3,76
7611,자동차 임대업,4,761
76110,자동차 임대업,5,7611
7619,기타 운송장비 임대업,4,761
76190,기타 운송장비 임대업,5,7619
762,개인 및 가정용품 임대업,3,76
7621,스포츠 및 레크리에이션 용품 임대업,4,762
76210,스포츠 및 레크리에이션 용품 임대업,5,7621
7622,음반 및 비디오물 임대업,4,762
76220,음반 및 비디오물 임대업,5,7622
7629,기타 개인 및 가정용품 임대업,4,762
76291,서적 임대업,5,7629
76292,의류 임대업,5,7629
76299,그 외 기타 개인 및 가정용품 임대업,5,7629
763,산업용 기계 및 장비 임대업,3,76
7631,건설 및 토목공사용 기계ㆍ장비 임대업,4,763
76310,건설 및 토목공사용 기계ㆍ장비 임대업,5,7631
7632,컴퓨터 및 사무용 기계ㆍ장비 임대업,4,763
76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,5,7632
7639,기타 산업용 기계 및 장비 임대업,4,763
76390,기타 산업용 기계 및 장비 임대업,5,7639
764,무형 재산권 임대업,3,76
7640,무형 재산권 임대업,4,764
76400,무형 재산권 임대업,5,7640
O,"공공 행정, 국방 및 사회보장 행정",1,
84,"공공 행정, 국방 및 사회보장 행정",2,O
841,입법 및 일반 정부 행정,3,84
8411,일반 공공 행정,4,841
84111,입법기관,5,8411
84112,중앙 최고 집행기관,5,8411
84113,지방행정 집행기관,5,8411
84114,재정 및 경제정책 행정,5,8411
84119,기타 일반 공공 행정,5,8411
8412,정부기관 일반 보조 행정,4,841
84120,정부기관 일반 보조 행정,5,8412
842,사회 및 산업정책 행정,3,84
8421,사회서비스 관리 행정,4,842
84211,교육 행정,5,8421
84212,문화 및 관광 행정,5,8421
84213,환경 행정,5,8421
84214,보건 및 복지 행정,5,8421
84219,기타 사회서비스 관리 행정,5,8421
8422,노동 및 산업 진흥 행정,4,842
84221,노동 행정,5,8422
84222,농림수산 행정,5,8422
84223,건설 및 운송 행정,5,8422
84224,우편 및 통신 행정,5,8422
84229,기타 산업 진흥 행정,5,8422
843,외무 및 국방 행정,3,84
8431,외무 행정,4,843
84310,외무 행정,5,8431
8432,국방 행정,4,843
84320,국방 행정,5,8432
844,사법 및 공공 질서 행정,3,84
8440,사법 및 공공 질서 행정,4,844
84401,법원,5,8440
84402,검찰,5,8440
84403,교도기관,5,8440
84404,경찰,5,8440
84405,소방서,5,8440
84409,기타 사법 및 공공 질서 행정,5,8440
845,사회보장 행정,3,84
8450,사회보장 행정,4,845
84500,사회보장 행정,5,8450
P,교육 서비스업,1,
85,교육 서비스업,2,P
851,초등 교육기관,3,85
8511,유아 교육기관,4,851
85110,유아 교육기관,5,8511
8512,초등학교,4,851
85120,초등학교,5,8512
852,중등 교육기관,3,85
8521,일반 중등 교육기관,4,852
85211,중학교,5,8521
85212,일반 고등학교,5,8521
8522,특성화 고등학교,4,852
85221,상업 및 정보산업 특성화 고등학교,5,8522
85222,공업 특성화 고등학교,5,8522
85229,기타 특성화 고등학교,5,8522
853,고등 교육기관,3,85
8530,고등 교육기관,4,853
85301,전문대학,5,8530
85302,대학교,5,8530
85303,대학원,5,8530
854,"특수학교, 외국인학교 및 대안학교",3,85
8541,특수학교,4,854
85410,특수학교,5,8541
8542,외국인학교,4,854
85420,외국인학교,5,8542
8543,대안학교,4,854
85430,대안학교,5,8543
855,일반 교습학원,3,85
8550,일반 교습학원,4,855
85501,일반 교과학원,5,8550
85502,방문 교육학원,5,8550
85503,온라인 교육학원,5,8550
856,기타 교육기관,3,85
8561,스포츠 및 레크리에이션 교육기관,4,856
85611,태권도 및 무술 교육기관,5,8561
85612,기타 스포츠 교육기관,5,8561
85613,레크리에이션 교육기관,5,8561
85614,청소년 수련시설 운영업,5,8561
8562,예술학원,4,856
85621,음악학원,5,8562
85622,미술학원,5,8562
85629,기타 예술학원,5,8562
8563,외국어학원 및 기타 교습학원,4,856
85631,외국어학원,5,8563
85632,기타 교습학원,5,8563
8564,사회교육시설,4,856
85640,사회교육시설,5,8564
8565,직원 훈련기관,4,856
85650,직원 훈련기관,5,8565
8566,기술 및 직업 훈련학원,4,856
85661,운전학원,5,8566
85669,기타 기술 및 직업 훈련학원,5,8566
8569,그 외 기타 교육기관,4,856
85691,컴퓨터 학원,5,8569
85699,그 외 기타 분류 안된 교육기관,5,8569
857,교육 지원 서비스업,3,85
8570,교육 지원 서비스업,4,857
85701,교육관련 자문 및 평가업,5,8570
85709,기타 교육지원 서비스업,5,8570
Q,보건업 및 사회복지 서비스업,1,
86,보건업,2,Q
861,병원,3,86
8610,병원,4,861
86101,종합병원,5,8610
86102,일반병원,5,8610
86103,치과병원,5,8610
86104,한방병원,5,8610
86105,요양병원,5,8610
862,의원,3,86
8620,의원,4,862
86201,일반의원,5,8620
86202,치과의원,5,8620
86203,한의원,5,8620
86204,방사선 진단 및 병리 검사 의원,5,8620
863,공중 보건 의료업,3,86
8630,공중 보건 의료업,4,863
86300,공중 보건 의료업,5,8630
869,기타 보건업,3,86
8690,기타 보건업,4,869
86901,앰뷸런스 서비스업,5,8690
86902,유사 의료업,5,8690
86909,그 외 기타 보건업,5,8690
87,사회복지 서비스업,2,Q
871,거주 복지시설 운영업,3,87
8711,노인 거주 복지시설 운영업,4,871
87111,노인 요양 복지시설 운영업,5,8711
87112,노인 양로 복지시설 운영업,5,8711
8712,심신 장애인 거주 복지시설 운영업,4,871
87121,신체 부자유자 거주 복지시설 운영업,5,8712
87122,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업",5,8712
8713,기타 거주 복지시설 운영업,4,871
87131,아동 및 부녀자 거주 복지시설 운영업,5,8713
87139,그 외 기타 거주 복지시설 운영업,5,8713
872,비거주 복지시설 운영업,3,87
8721,보육시설 운영업,4,872
87210,보육시설 운영업,5,8721
8729,기타 비거주 복지 서비스업,4,872
87291,직업 재활원 운영업,5,8729
87292,종합복지관 운영업,5,8729
87293,방문 복지서비스 제공업,5,8729
87294,사회복지 상담 서비스 제공업,5,8729
87299,그 외 기타 비거주 복지 서비스업,5,8729
R,"예술, 스포츠 및 여가관련 서비스업",1,
90,"창작, 예술 및 여가관련 서비스업",2,R
901,창작 및 예술관련 서비스업,3,90
9011,공연시설 운영업,4,901
90110,공연시설 운영업,5,9011
9012,공연단체,4,901
90121,연극단체,5,9012
90122,무용 및 음악단체,5,9012
90123,기타 공연단체,5,9012
9013,자영 예술가,4,901
90131,공연 예술가,5,9013
90132,비공연 예술가,5,9013
9019,기타 창작 및 예술관련 서비스업,4,901
90191,공연 기획업,5,9019
90192,공연 및 제작관련 대리업,5,9019
90199,그 외 기타 창작 및 예술관련 서비스업,5,9019
902,"도서관, 사적지 및 유사 여가관련 서비스업",3,90
9021,"도서관, 기록 보존소 및 독서실 운영업",4,902
90211,도서관 및 기록 보존소 운영업,5,9021
90212,독서실 운영업,5,9021
9022,박물관 및 사적지 관리 운영업,4,902
90221,박물관 운영업,5,9022
90222,사적지 관리 운영업,5,9022
9023,"식물원, 동물원 및 자연공원 운영업",4,902
90231,식물원 및 동물원 운영업,5,9023
90232,자연공원 운영업,5,9023
9029,기타 유사 여가관련 서비스업,4,902
90290,기타 유사 여가관련 서비스업,5,9029
91,스포츠 및 오락관련 서비스업,2,R
911,스포츠 서비스업,3,91
9111,경기장 운영업,4,911
91111,실내 경기장 운영업,5,9111
91112,실외 경기장 운영업,5,9111
91113,경주장 및 동물 경기장 운영업,5,9111
9112,골프장 및 스키장 운영업,4,911
91121,골프장 운영업,5,9112
91122,스키장 운영업,5,9112
9113,기타 스포츠시설 운영업,4,911
91131,종합 스포츠시설 운영업,5,9113
91132,체력 단련시설 운영업,5,9113
91133,수영장 운영업,5,9113
91134,볼링장 운영업,5,9113
91135,당구장 운영업,5,9113
91136,골프 연습장 운영업,5,9113
91139,그 외 기타 스포츠시설 운영업,5,9113
9119,기타 스포츠 서비스업,4,911
91191,스포츠 클럽 운영업,5,9119
91199,그 외 기타 스포츠 서비스업,5,9119
912,유원지 및 기타 오락관련 서비스업,3,91
9121,유원지 및 테마파크 운영업,4,912
91210,유원지 및 테마파크 운영업,5,9121
9122,오락장 운영업,4,912
91221,전자 게임장 운영업,5,9122
91222,컴퓨터 게임방 운영업,5,9122
91223,노래 연습장 운영업,5,9122
91229,기타 오락장 운영업,5,9122
9123,수상오락 서비스업,4,912
91231,낚시장 운영업,5,9123
91239,기타 수상오락 서비스업,5,9123
9124,사행시설 관리 및 운영업,4,912
91241,복권 발행 및 판매업,5,9124
91249,기타 사행시설 관리 및 운영업,5,9124
9129,그 외 기타 오락관련 서비스업,4,912
91291,무도장 운영업,5,9129
91292,체육 공원 및 유사 공원 운영업,5,9129
91293,기원 운영업,5,9129
91299,그 외 기타 분류 안된 오락관련 서비스업,5,9129
S,"협회 및 단체, 수리 및 기타 개인 서비스업",1,
94,협회 및 단체,2,S
941,산업 및 전문가 단체,3,94
9411,산업 단체,4,941
94110,산업 단체,5,9411
9412,전문가 단체,4,941
94120,전문가 단체,5,9412
942,노동조합,3,94
9420,노동조합,4,942
94200,노동조합,5,9420
949,기타 협회 및 단체,3,94
9491,종교 단체,4,949
94911,불교 단체,5,9491
94912,기독교 단체,5,9491
94913,천주교 단체,5,9491
94914,민족 종교 단체,5,9491
94919,기타 종교 단체,5,9491
9492,정치 단체,4,949
94920,정치 단체,5,9492
9493,시민운동 단체,4,949
94931,환경운동 단체,5,9493
94939,기타 시민운동 단체,5,9493
9499,그 외 기타 협회 및 단체,4,949
94990,그 외 기타 협회 및 단체,5,9499
95,개인 및 소비용품 수리업,2,S
951,컴퓨터 및 통신장비 수리업,3,95
9511,컴퓨터 및 주변 기기 수리업,4,951
95110,컴퓨터 및 주변 기기 수리업,5,9511
9512,통신장비 수리업,4,951
95120,통신장비 수리업,5,9512
952,자동차 및 모터사이클 수리업,3,95
9521,자동차 수리 및 세차업,4,952
95211,자동차 종합 수리업,5,9521
95212,자동차 전문 수리업,5,9521
95213,자동차 세차업,5,9521
9522,모터사이클 수리업,4,952
95220,모터사이클 수리업,5,9522
953,개인 및 가정용품 수리업,3,95
9531,가전제품 수리업,4,953
95310,가전제품 수리업,5,9531
9539,기타 개인 및 가정용품 수리업,4,953
95391,의복 및 기타 가정용 직물제품 수리업,5,9539
95392,"가죽, 가방 및 신발 수리업",5,9539
95393,"시계, 귀금속 및 악기 수리업",5,9539
95399,그 외 기타 개인 및 가정용품 수리업,5,9539
96,기타 개인 서비스업,2,S
961,"미용, 욕탕 및 유사 서비스업",3,96
9611,이용 및 미용업,4,961
96111,이용업,5,9611
96112,두발 미용업,5,9611
96113,피부 미용업,5,9611
96119,기타 미용업,5,9611
9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",4,961
96121,욕탕업,5,9612
96122,마사지업,5,9612
96129,체형 등 기타 신체 관리 서비스업,5,9612
969,그 외 기타 개인 서비스업,3,96
9691,세탁업,4,969
96911,산업용 세탁업,5,9691
96912,가정용 세탁업,5,9691
96913,세탁물 공급업,5,9691
9692,장례식장 및 관련 서비스업,4,969
96921,장례식장 및 장의관련 서비스업,5,9692
96922,"화장터 운영, 묘지 분양 및 관리업",5,9692
9699,그 외 기타 분류 안된 개인 서비스업,4,969
96991,예식장업,5,9699
96992,점술 및 유사 서비스업,5,9699
96993,개인 간병 및 유사 서비스업,5,9699
96994,결혼 상담 및 준비 서비스업,5,9699
96995,애완 동물 장묘 및 보호 서비스업,5,9699
96999,그 외 기타 달리 분류되지 않은 개인 서비스업,5,9699
T,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,1,
97,가구 내 고용활동,2,T
970,가구 내 고용활동,3,97
9700,가구 내 고용활동,4,970
97000,가구 내 고용활동,5,9700
98,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,2,T
981,자가 소비를 위한 가사 생산 활동,3,98
9810,자가 소비를 위한 가사 생산 활동,4,981
98100,자가 소비를 위한 가사 생산 활동,5,9810
982,자가 소비를 위한 가사 서비스 활동,3,98
9820,자가 소비를 위한 가사 서비스 활동,4,982
98200,자가 소비를 위한 가사 서비스 활동,5,9820
U,국제 및 외국기관,1,
99,국제 및 외국기관,2,U
990,국제 및 외국기관,3,99
9900,국제 및 외국기관,4,990
99001,주한 외국 공관,5,9900
99009,기타 국제 및 외국기관,5,9900
