code,name,level,parent_code
30391,자동차용 신품 조향장치 및 현가장치 제조업,5,3039
30392,자동차용 신품 제동장치 제조업,5,3039
30393,자동차용 신품 의자 제조업,5,3039
30399,그 외 자동차용 신품 부품 제조업,5,3039
304,자동차 재제조 부품 제조업,3,30
3040,자동차 재제조 부품 제조업,4,304
30400,자동차 재제조 부품 제조업,5,3040
31,기타 운송장비 제조업,2,C
311,선박 및 보트 건조업,3,31
3111,선박 및 수상 부유 구조물 건조업,4,311
31111,강선 건조업,5,3111
31112,합성수지선 건조업,5,3111
31113,기타 선박 건조업,5,3111
31114,선박 구성 부분품 제조업,5,3111
3112,오락 및 스포츠용 보트 건조업,4,311
31120,오락 및 스포츠용 보트 건조업,5,3112
312,철도장비 제조업,3,31
3120,철도장비 제조업,4,312
31201,기관차 및 기타 철도 차량 제조업,5,3120
31202,철도 차량 부품 및 관련 장치물 제조업,5,3120
313,"항공기, 우주선 및 부품 제조업",3,31
3131,"항공기, 우주선 및 보조장치 제조업",4,313
31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",5,3131
31312,무인 항공기 및 무인 비행장치 제조업,5,3131
3132,항공기용 엔진 및 부품 제조업,4,313
31321,항공기용 엔진 제조업,5,3132
31322,항공기용 부품 제조업,5,3132
319,그 외 기타 운송장비 제조업,3,31
3191,전투용 차량 제조업,4,319
31910,전투용 차량 제조업,5,3191
3192,모터사이클 제조업,4,319
31920,모터사이클 제조업,5,3192
3199,그 외 기타 분류 안된 운송장비 제조업,4,319
31991,자전거 및 환자용 차량 제조업,5,3199
31999,그 외 기타 달리 분류되지 않은 운송장비 제조업,5,3199
32,가구 제조업,2,C
320,가구 제조업,3,32
3201,침대 및 내장 가구 제조업,4,320
32011,매트리스 및 침대 제조업,5,3201
32019,소파 및 기타 내장 가구 제조업,5,3201
3202,목재 가구 제조업,4,320
32021,주방용 및 음식점용 목재 가구 제조업,5,3202
32029,기타 목재 가구 제조업,5,3202
3209,기타 가구 제조업,4,320
32091,금속 가구 제조업,5,3209
32099,그 외 기타 가구 제조업,5,3209
33,기타 제품 제조업,2,C
331,귀금속 및 장신용품 제조업,3,33
3311,귀금속 및 관련제품 제조업,4,331
33110,귀금속 및 관련제품 제조업,5,3311
3312,모조 귀금속 및 모조 장신용품 제조업,4,331
33120,모조 귀금속 및 모조 장신용품 제조업,5,3312
332,악기 제조업,3,33
3320,악기 제조업,4,332
33201,건반 악기 제조업,5,3320
33202,전자 악기 제조업,5,3320
33209,기타 악기 제조업,5,3320
333,운동 및 경기용구 제조업,3,33
3330,운동 및 경기용구 제조업,4,333
33301,"체조, 육상 및 체력 단련용 장비 제조업",5,3330
33302,놀이터용 장비 제조업,5,3330
33303,낚시 및 수렵용구 제조업,5,3330
33309,기타 운동 및 경기용구 제조업,5,3330
334,"인형, 장난감 및 오락용품 제조업",3,33
3340,"인형, 장난감 및 오락용품 제조업",4,334
33401,인형 및 장난감 제조업,5,3340
33402,영상게임기 제조업,5,3340
33409,기타 오락용품 제조업,5,3340
339,그 외 기타 제품 제조업,3,33
3391,간판 및 광고물 제조업,4,339
33910,간판 및 광고물 제조업,5,3391
3392,사무 및 회화용품 제조업,4,339
33920,사무 및 회화용품 제조업,5,3392
3393,"가발, 장식용품 및 전시용 모형 제조업",4,339
33931,가발 및 유사 제품 제조업,5,3393
33932,전시용 모형 제조업,5,3393
33933,표구 처리업,5,3393
3399,그 외 기타 분류 안된 제품 제조업,4,339
33991,단추 및 유사 파스너 제조업,5,3399
33992,"라이터, 연소물 및 흡연용품 제조업",5,3399
33993,비 및 솔 제조업,5,3399
33999,그 외 기타 달리 분류되지 않은 제품 제조업,5,3399
34,산업용 기계 및 장비 수리업,2,C
340,산업용 기계 및 장비 수리업,3,34
3401,일반 기계류 수리업,4,340
34011,건설ㆍ광업용 기계 및 장비 수리업,5,3401
34019,기타 일반 기계 및 장비 수리업,5,3401
3402,전기ㆍ전자 및 정밀 기기 수리업,4,340
34020,전기ㆍ전자 및 정밀 기기 수리업,5,3402
D,"전기, 가스, 증기 및 공기 조절 공급업",1,
35,"전기, 가스, 증기 및 공기 조절 공급업",2,D
351,전기업,3,35
3511,발전업,4,351
35111,원자력 발전업,5,3511
35112,수력 발전업,5,3511
35113,화력 발전업,5,3511
35114,태양력 발전업,5,3511
35119,기타 발전업,5,3511
3512,송전 및 배전업,4,351
35120,송전 및 배전업,5,3512
3513,전기 판매업,4,351
35130,전기 판매업,5,3513
352,연료용 가스 제조 및 배관공급업,3,35
3520,연료용 가스 제조 및 배관공급업,4,352
35200,연료용 가스 제조 및 배관공급업,5,3520
353,"증기, 냉ㆍ온수 및 공기 조절 공급업",3,35
3530,"증기, 냉ㆍ온수 및 공기 조절 공급업",4,353
35300,"증기, 냉ㆍ온수 및 공기 조절 공급업",5,3530
E,"수도, 하수 및 폐기물 처리, 원료 재생업",1,
36,수도업,2,E
360,수도업,3,36
3601,생활용수 공급업,4,360
36010,생활용수 공급업,5,3601
3602,산업용수 공급업,4,360
36020,산업용수 공급업,5,3602
37,"하수, 폐수 및 분뇨 처리업",2,E
370,"하수, 폐수 및 분뇨 처리업",3,37
3701,하수 및 폐수 처리업,4,370
37011,하수 처리업,5,3701
37012,폐수 처리업,5,3701
3702,분뇨 처리업,4,370
37021,사람 분뇨 처리업,5,3702
37022,축산 분뇨 처리업,5,3702
38,"폐기물 수집, 운반, 처리 및 원료 재생업",2,E
381,"폐기물 수집, 운반업",3,38
3811,"지정 외 폐기물 수집, 운반업",4,381
38110,"지정 외 폐기물 수집, 운반업",5,3811
3812,"지정 폐기물 수집, 운반업",4,381
38120,"지정 폐기물 수집, 운반업",5,3812
3813,"건설 폐기물 수집, 운반업",4,381
38130,"건설 폐기물 수집, 운반업",5,3813
382,폐기물 처리업,3,38
3821,지정 외 폐기물 처리업,4,382
38210,지정 외 폐기물 처리업,5,3821
3822,지정 폐기물 처리업,4,382
38220,지정 폐기물 처리업,5,3822
3823,건설 폐기물 처리업,4,382
38230,건설 폐기물 처리업,5,3823
3824,"방사성 폐기물 수집, 운반 및 처리업",4,382
38240,"방사성 폐기물 수집, 운반 및 처리업",5,3824
383,"해체, 선별 및 원료 재생업",3,38
3831,"금속류 해체, 선별 및 원료 재생업",4,383
38311,금속류 해체 및 선별업,5,3831
38312,금속류 원료 재생업,5,3831
3832,"비금속류 해체, 선별 및 원료 재생업",4,383
38321,비금속류 해체 및 선별업,5,3832
38322,비금속류 원료 재생업,5,3832
39,환경 정화 및 복원업,2,E
390,환경 정화 및 복원업,3,39
3900,환경 정화 및 복원업,4,390
39001,토양 및 지하수 정화업,5,3900
39009,기타 환경 정화 및 복원업,5,3900
F,건설업,1,
41,종합 건설업,2,F
411,건물 건설업,3,41
4111,주거용 건물 건설업,4,411
41111,단독 주택 건설업,5,4111
41112,아파트 건설업,5,4111
41119,기타 공동 주택 건설업,5,4111
4112,비주거용 건물 건설업,4,411
41121,사무ㆍ상업용 및 공공기관용 건물 건설업,5,4112
41122,제조업 및 유사 산업용 건물 건설업,5,4112
41129,기타 비주거용 건물 건설업,5,4112
412,토목 건설업,3,41
4121,지반조성 건설업,4,412
41210,지반조성 건설업,5,4121
4122,토목 시설물 건설업,4,412
41221,도로 건설업,5,4122
41222,"교량, 터널 및 철도 건설업",5,4122
41223,"항만, 수로, 댐 및 유사 구조물 건설업",5,4122
41224,환경설비 건설업,5,4122
41225,산업 생산시설 종합 건설업,5,4122
41226,조경 건설업,5,4122
41229,기타 토목 시설물 건설업,5,4122
42,전문직별 공사업,2,F
421,기반조성 및 시설물 축조관련 전문공사업,3,42
4211,건물 및 구축물 해체 공사업,4,421
42110,건물 및 구축물 해체 공사업,5,4211
4212,기반조성 관련 전문공사업,4,421
42121,토공사업,5,4212
42122,"보링, 그라우팅 및 관정 공사업",5,4212
42123,파일공사 및 축조관련 기초 공사업,5,4212
42129,기타 기반조성 관련 전문공사업,5,4212
4213,시설물 축조 관련 전문공사업,4,421
42131,철골 및 관련 구조물 공사업,5,4213
42132,콘크리트 및 철근 공사업,5,4213
42133,조적 및 석공사업,5,4213
42134,포장 공사업,5,4213
42135,철도 궤도 전문공사업,5,4213
42136,수중 공사업,5,4213
42137,비계 및 형틀 공사업,5,4213
42138,"지붕, 내ㆍ외벽 축조 관련 전문공사업",5,4213
42139,기타 옥외 시설물 축조관련 전문공사업,5,4213
422,건물설비 설치 공사업,3,42
4220,건물설비 설치 공사업,4,422
42201,배관 및 냉ㆍ난방 공사업,5,4220
42202,건물용 기계ㆍ장비 설치 공사업,5,4220
42203,"방음, 방진 및 내화 공사업",5,4220
42204,소방시설 공사업,5,4220
42209,기타 건물 관련설비 설치 공사업,5,4220
423,전기 및 통신 공사업,3,42
4231,전기 공사업,4,423
42311,일반 전기 공사업,5,4231
42312,내부 전기배선 공사업,5,4231
4232,통신 공사업,4,423
42321,일반 통신 공사업,5,4232
42322,내부 통신배선 공사업,5,4232
424,실내건축 및 건축마무리 공사업,3,42
4241,"도장, 도배 및 내장 공사업",4,424
42411,도장 공사업,5,4241
42412,"도배, 실내 장식 및 내장 목공사업",5,4241
4242,유리 및 창호 공사업,4,424
42420,유리 및 창호 공사업,5,4242
4249,기타 건축 마무리 공사업,4,424
42491,"미장, 타일 및 방수 공사업",5,4249
42492,건물용 금속 공작물 설치 공사업,5,4249
42499,그 외 기타 건축 마무리 공사업,5,4249
425,시설물 유지관리 공사업,3,42
4250,시설물 유지관리 공사업,4,425
42500,시설물 유지관리 공사업,5,4250
426,건설장비 운영업,3,42
4260,건설장비 운영업,4,426
42600,건설장비 운영업,5,4260
G,도매 및 소매업,1,
45,자동차 및 부품 판매업,2,G
451,자동차 판매업,3,45
4511,자동차 신품 판매업,4,451
45110,자동차 신품 판매업,5,4511
4512,중고 자동차 판매업,4,451
45120,중고 자동차 판매업,5,4512
452,자동차 부품 및 내장품 판매업,3,45
4521,자동차 신품 부품 및 내장품 판매업,4,452
45211,자동차 신품 타이어 및 튜브 판매업,5,4521
45212,자동차용 전용 신품 부품 판매업,5,4521
45213,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업,5,4521
45219,기타 자동차 신품 부품 및 내장품 판매업,5,4521
4522,자동차 중고 부품 및 내장품 판매업,4,452
45220,자동차 중고 부품 및 내장품 판매업,5,4522
453,모터사이클 및 부품 판매업,3,45
4530,모터사이클 및 부품 판매업,4,453
45301,모터사이클 및 부품 도매업,5,4530
45302,모터사이클 및 부품 소매업,5,4530
46,도매 및 상품 중개업,2,G
461,상품 중개업,3,46
4610,상품 중개업,4,461
46101,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업",5,4610
46102,음ㆍ식료품 및 담배 중개업,5,4610
46103,"섬유, 의복, 신발 및 가죽제품 중개업",5,4610
46104,목재 및 건축자재 중개업,5,4610
46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",5,4610
46106,기계 및 장비 중개업,5,4610
46107,그 외 기타 특정 상품 중개업,5,4610
46109,상품 종합 중개업,5,4610
462,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,3,46
4620,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4,462
46201,곡물 및 유지작물 도매업,5,4620
46202,종자 및 묘목 도매업,5,4620
46203,사료 도매업,5,4620
46204,화훼류 및 식물 도매업,5,4620
46205,육지 동물 및 애완 동물 도매업,5,4620
46209,기타 산업용 농산물 도매업,5,4620
463,음ㆍ식료품 및 담배 도매업,3,46
4631,신선 식품 및 단순 가공 식품 도매업,4,463
46311,과실류 도매업,5,4631
46312,"채소류, 서류 및 향신작물류 도매업",5,4631
46313,육류 도매업,5,4631
46314,건어물 및 젓갈류 도매업,5,4631
46315,"신선, 냉동 및 기타 수산물 도매업",5,4631
46319,기타 신선 식품 및 단순 가공 식품 도매업,5,4631
4632,가공식품 도매업,4,463
46321,육류 가공식품 도매업,5,4632
46322,수산물 가공식품 도매업,5,4632
46323,"빵류, 과자류, 당류, 초콜릿 도매업",5,4632
46324,낙농품 및 동ㆍ식물성 유지 도매업,5,4632
46325,커피 및 차류 도매업,5,4632
46326,조미료 도매업,5,4632
46329,기타 가공식품 도매업,5,4632
4633,음료 및 담배 도매업,4,463
46331,주류 도매업,5,4633
46332,비알코올 음료 도매업,5,4633
46333,담배 도매업,5,4633
464,생활용품 도매업,3,46
4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",4,464
46411,생활용 섬유 및 실 도매업,5,4641
46412,커튼 및 침구용품 도매업,5,4641
46413,남녀용 겉옷 및 셔츠 도매업,5,4641
46414,유아용 의류 도매업,5,4641
46415,속옷 및 잠옷 도매업,5,4641
46416,가죽 및 모피 제품 도매업,5,4641
46417,의복 액세서리 및 모조 장신구 도매업,5,4641
46419,기타 생활용 섬유 및 직물 제품 도매업,5,4641
4642,신발 도매업,4,464
46420,신발 도매업,5,4642
4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",4,464
46431,생활용 가구 도매업,5,4643
46432,"전구, 램프 및 조명장치 도매업",5,4643
46433,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,5,4643
46439,기타 비전기식 생활용 기기 및 기구 도매업,5,4643
4644,"의약품, 의료용품 및 화장품 도매업",4,464
46441,의약품 도매업,5,4644
46442,의료용품 도매업,5,4644
46443,화장품 및 화장용품 도매업,5,4644
46444,비누 및 세정제 도매업,5,4644
4645,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업",4,464
46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",5,4645
46452,"문구용품, 회화용품, 사무용품 도매업",5,4645
46453,"서적, 잡지 및 기타 인쇄물 도매업",5,4645
4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",4,464
46461,음반 및 비디오물 도매업,5,4646
46462,악기 도매업,5,4646
46463,"장난감 및 취미, 오락용품 도매업",5,4646
46464,운동 및 경기용품 도매업,5,4646
46465,자전거 및 기타 운송장비 도매업,5,4646
4649,"가방, 시계, 안경 및 기타 생활용품 도매업",4,464
46491,가방 및 보호용 케이스 도매업,5,4649
46492,시계 및 귀금속 제품 도매업,5,4649
46493,"안경, 사진장비 및 광학용품 도매업",5,4649
46499,그 외 기타 생활용품 도매업,5,4649
465,기계장비 및 관련 물품 도매업,3,46
4651,"컴퓨터 및 주변장치, 소프트웨어 도매업",4,465
46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",5,4651
4652,"가전제품, 통신장비 및 부품 도매업",4,465
46521,가전제품 및 부품 도매업,5,4652
46522,통신ㆍ방송장비 및 부품 도매업,5,4652
4653,산업용 기계 및 장비 도매업,4,465
46531,농림업용 기계 및 장비 도매업,5,4653
46532,건설ㆍ광업용 기계 및 장비 도매업,5,4653
46533,공작용 기계 및 장비 도매업,5,4653
46539,기타 산업용 기계 및 장비 도매업,5,4653
4659,기타 기계 및 장비 도매업,4,465
46591,사무용 가구 및 기기 도매업,5,4659
46592,의료 기기 도매업,5,4659
46593,정밀 기기 및 과학 기기 도매업,5,4659
46594,수송용 운송장비 도매업,5,4659
46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,5,4659
46596,전지 및 케이블 도매업,5,4659
46599,그 외 기타 기계 및 장비 도매업,5,4659
466,"건축 자재, 철물 및 난방장치 도매업",3,46
4661,일반 건축자재 도매업,4,466
46611,원목 및 건축관련 목제품 도매업,5,4661
46612,"골재, 벽돌 및 시멘트 도매업",5,4661
46613,유리 및 창호 도매업,5,4661
4662,"냉ㆍ난방장치 및 철물, 수공구 도매업",4,466
46621,배관 및 냉ㆍ난방장치 도매업,5,4662
46622,"철물, 금속 파스너 및 수공구 도매업",5,4662
4669,기타 건축자재 도매업,4,466
46691,도료 도매업,5,4669
46692,벽지 및 장판류 도매업,5,4669
46699,그 외 기타 건축자재 도매업,5,4669
467,기타 전문 도매업,3,46
4671,"연료, 연료용 광물 및 관련제품 도매업",4,467
46711,고체 연료 및 관련제품 도매업,5,4671
46712,액체 연료 및 관련제품 도매업,5,4671
46713,기체 연료 및 관련제품 도매업,5,4671
4672,1차 금속제품 및 금속광물 도매업,4,467
46721,1차 금속제품 도매업,5,4672
46722,금속광물 도매업,5,4672
4673,화학 물질 및 화학제품 도매업,4,467
46731,"염료, 안료 및 관련제품 도매업",5,4673
46732,비료 및 농약 도매업,5,4673
46733,플라스틱 물질 및 합성고무 도매업,5,4673
46739,기타 화학 물질 및 화학제품 도매업,5,4673
4674,"방직용 섬유, 실 및 직물 도매업",4,467
46741,방직용 섬유 및 실 도매업,5,4674
46742,직물 도매업,5,4674
4675,"종이 원지, 판지, 종이상자 도매업",4,467
46750,"종이 원지, 판지, 종이상자 도매업",5,4675
4679,재생용 재료 및 기타 상품 전문 도매업,4,467
46791,재생용 재료 수집 및 판매업,5,4679
46799,그 외 기타 상품 전문 도매업,5,4679
468,상품 종합 도매업,3,46
4680,상품 종합 도매업,4,468
46800,상품 종합 도매업,5,4680
47,소매업; 자동차 제외,2,G
471,종합 소매업,3,47
4711,대형 종합 소매업,4,471
47111,백화점,5,4711
47112,대형 마트,5,4711
47119,기타 대형 종합 소매업,5,4711
4712,음ㆍ식료품 위주 종합 소매업,4,471
47121,슈퍼마켓,5,4712
47122,체인화 편의점,5,4712
47129,기타 음ㆍ식료품 위주 종합 소매업,5,4712
4713,면세점,4,471
47130,면세점,5,4713
4719,그 외 기타 종합 소매업,4,471
47190,그 외 기타 종합 소매업,5,4719
472,음ㆍ식료품 및 담배 소매업,3,47
4721,식료품 소매업,4,472
47211,"곡물, 곡분 및 가축 사료 소매업",5,4721
47212,육류 소매업,5,4721
47213,건어물 및 젓갈류 소매업,5,4721
47214,"신선, 냉동 및 기타 수산물 소매업",5,4721
47215,"채소, 과실 및 뿌리작물 소매업",5,4721
47216,"빵류, 과자류 및 당류 소매업",5,4721
47217,건강 보조식품 소매업,5,4721
47218,조리 반찬류 소매업,5,4721
47219,기타 식료품 소매업,5,4721
4722,음료 및 담배 소매업,4,472
47221,음료 소매업,5,4722
47222,담배 소매업,5,4722
473,가전제품 및 정보 통신장비 소매업,3,47
4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",4,473
47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",5,4731
47312,통신기기 소매업,5,4731
4732,가전제품 소매업,4,473
47320,가전제품 소매업,5,4732
474,"섬유, 의복, 신발 및 가죽제품 소매업",3,47
4741,의복 소매업,4,474
47411,남자용 겉옷 소매업,5,4741
47412,여자용 겉옷 소매업,5,4741
47413,속옷 및 잠옷 소매업,5,4741
47414,셔츠 및 블라우스 소매업,5,4741
47415,한복 소매업,5,4741
47416,가죽 및 모피 의복 소매업,5,4741
47417,유아용 의류 소매업,5,4741
47419,기타 의복 소매업,5,4741
4742,"섬유, 직물 및 의복 액세서리 소매업",4,474
47421,가정용 직물제품 소매업,5,4742
47422,의복 액세서리 및 모조 장신구 소매업,5,4742
47429,"섬유 원단, 실 및 기타 섬유제품 소매업",5,4742
4743,신발 소매업,4,474
47430,신발 소매업,5,4743
4744,가방 및 기타 가죽제품 소매업,4,474
47440,가방 및 기타 가죽제품 소매업,5,4744
475,기타 생활용품 소매업,3,47
4751,"철물, 공구, 창호 및 건설자재 소매업",4,475
47511,철물 및 난방용구 소매업,5,4751
47512,공구 소매업,5,4751
47513,"벽지, 마루덮개 및 장판류 소매업",5,4751
47519,"페인트, 창호 및 기타 건설자재 소매업",5,4751
4752,가구 소매업,4,475
47520,가구 소매업,5,4752
4759,그 외 기타 가정용품 소매업,4,475
47591,전기용품 및 조명장치 소매업,5,4759
47592,"주방용품 및 가정용 유리, 요업제품 소매업",5,4759
47593,악기 소매업,5,4759
47599,그 외 기타 분류 안된 가정용품 소매업,5,4759
476,"문화, 오락 및 여가 용품 소매업",3,47
4761,서적 및 문구용품 소매업,4,476
47611,"서적, 신문 및 잡지류 소매업",5,4761
47612,문구용품 및 회화용품 소매업,5,4761
4762,음반 및 비디오물 소매업,4,476
47620,음반 및 비디오물 소매업,5,4762
4763,운동용품 및 자전거 소매업,4,476
47631,운동 및 경기용품 소매업,5,4763
47632,자전거 및 기타 운송장비 소매업,5,4763
4764,"게임용구, 인형 및 장난감 소매업",4,476
47640,"게임용구, 인형 및 장난감 소매업",5,4764
477,연료 소매업,3,47
4771,운송장비용 연료 소매업,4,477
47711,운송장비용 주유소 운영업,5,4771
47712,운송장비용 가스 충전업,5,4771
4772,가정용 연료 소매업,4,477
47721,가정용 고체 연료 소매업,5,4772
47722,가정용 액체 연료 소매업,5,4772
47723,가정용 가스 연료 소매업,5,4772
478,기타 상품 전문 소매업,3,47
4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",4,478
47811,의약품 및 의료용품 소매업,5,4781
47812,의료용 기구 소매업,5,4781
47813,"화장품, 비누 및 방향제 소매업",5,4781
4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",4,478
47821,사무용 기기 소매업,5,4782
47822,안경 및 렌즈 소매업,5,4782
47823,사진기 및 사진용품 소매업,5,4782
47829,기타 광학 및 정밀 기기 소매업,5,4782
4783,시계 및 귀금속 소매업,4,478
47830,시계 및 귀금속 소매업,5,4783
4784,"예술품, 기념품 및 장식용품 소매업",4,478
47841,예술품 및 골동품 소매업,5,4784
47842,"기념품, 관광 민예품 및 장식용품 소매업",5,4784
4785,그 외 기타 상품 전문 소매업,4,478
47851,화초 및 식물 소매업,5,4785
47852,애완용 동물 및 관련용품 소매업,5,4785
47859,그 외 기타 분류 안된 상품 전문 소매업,5,4785
4786,중고 상품 소매업,4,478
47861,중고 가구 소매업,5,4786
47862,중고 가전제품 및 통신장비 소매업,5,4786
47869,기타 중고 상품 소매업,5,4786
479,무점포 소매업,3,47
4791,통신 판매업,4,479
47911,전자상거래 소매 중개업,5,4791
47912,전자상거래 소매업,5,4791
47919,기타 통신 판매업,5,4791
4792,노점 및 유사 이동 소매업,4,479
47920,노점 및 유사 이동 소매업,5,4792
4799,기타 무점포 소매업,4,479
47991,자동 판매기 운영업,5,4799
47992,계약배달 판매업,5,4799
47993,방문 판매업,5,4799
47999,그 외 기타 무점포 소매업,5,4799
H,운수 및 창고업,1,
49,육상 운송 및 파이프라인 운송업,2,H
491,철도 운송업,3,49
4910,철도 운송업,4,491
49101,철도 여객 운송업,5,4910
49102,철도 화물 운송업,5,4910
492,육상 여객 운송업,3,49
4921,도시 정기 육상 여객 운송업,4,492
49211,도시철도 운송업,5,4921
49212,시내버스 운송업,5,4921
49219,기타 도시 정기 육상 여객 운송업,5,4921
4922,시외버스 운송업,4,492
49220,시외버스 운송업,5,4922
4923,부정기 육상 여객 운송업,4,492
49231,택시 운송업,5,4923
49232,전세버스 운송업,5,4923
49233,특수 여객 자동차 운송업,5,4923
49239,기타 부정기 여객 육상 운송업,5,4923
493,도로 화물 운송업,3,49
4930,도로 화물 운송업,4,493
49301,일반 화물 자동차 운송업,5,4930
49302,용달 화물 자동차 운송업,5,4930
49303,개별 화물 자동차 운송업,5,4930
49309,기타 도로 화물 운송업,5,4930
494,소화물 전문 운송업,3,49
4940,소화물 전문 운송업,4,494
49401,택배업,5,4940
49402,늘찬 배달업,5,4940
495,파이프라인 운송업,3,49
4950,파이프라인 운송업,4,495
49500,파이프라인 운송업,5,4950
50,수상 운송업,2,H
501,해상 운송업,3,50
5011,외항 운송업,4,501
50111,외항 여객 운송업,5,5011
50112,외항 화물 운송업,5,5011
5012,내항 운송업,4,501
50121,내항 여객 운송업,5,5012
50122,내항 화물 운송업,5,5012
5013,기타 해상 운송업,4,501
50130,기타 해상 운송업,5,5013
502,내륙 수상 및 항만 내 운송업,3,50
5020,내륙 수상 및 항만 내 운송업,4,502
50201,내륙 수상 여객 및 화물 운송업,5,5020
50202,항만 내 여객 운송업,5,5020
50209,기타 내륙 수상 운송업,5,5020
51,항공 운송업,2,H
511,항공 여객 운송업,3,51
5110,항공 여객 운송업,4,511
51100,항공 여객 운송업,5,5110
512,항공 화물 운송업,3,51
5120,항공 화물 운송업,4,512
51200,항공 화물 운송업,5,5120
52,창고 및 운송관련 서비스업,2,H
521,보관 및 창고업,3,52
5210,보관 및 창고업,4,521
52101,일반 창고업,5,5210
52102,냉장 및 냉동 창고업,5,5210
52103,농산물 창고업,5,5210
52104,위험 물품 보관업,5,5210
52109,기타 보관 및 창고업,5,5210
529,기타 운송관련 서비스업,3,52
5291,육상 운송 지원 서비스업,4,529
52911,철도 운송 지원 서비스업,5,5291
52912,여객 자동차 터미널 운영업,5,5291
52913,물류 터미널 운영업,5,5291
52914,도로 및 관련시설 운영업,5,5291
52915,주차장 운영업,5,5291
52919,기타 육상 운송지원 서비스업,5,5291
5292,수상 운송 지원 서비스업,4,529
52921,항구 및 기타 해상 터미널 운영업,5,5292
52929,기타 수상 운송 지원 서비스업,5,5292
5293,항공 운송 지원 서비스업,4,529
52931,공항 운영업,5,5293
52939,기타 항공 운송지원 서비스업,5,5293
5294,화물 취급업,4,529
52941,항공 및 육상 화물 취급업,5,5294
52942,수상 화물 취급업,5,5294
5299,그 외 기타 운송관련 서비스업,4,529
52991,통관 대리 및 관련서비스업,5,5299
52992,"화물 운송 중개, 대리 및 관련 서비스업",5,5299
52993,"화물 포장, 검수 및 계량 서비스업",5,5299
52999,그 외 기타 분류 안된 운송관련 서비스업,5,5299
I,숙박 및 음식점업,1,
55,숙박업,2,I
551,일반 및 생활 숙박시설 운영업,3,55
5510,일반 및 생활 숙박시설 운영업,4,551
55101,호텔업,5,5510
55102,여관업,5,5510
55103,휴양 콘도 운영업,5,5510
55104,민박업,5,5510
55109,기타 일반 및 생활 숙박시설 운영업,5,5510
559,기타 숙박업,3,55
5590,기타 숙박업,4,559
55901,기숙사 및 고시원 운영업,5,5590
55909,그 외 기타 숙박업,5,5590
56,음식점 및 주점업,2,I
561,음식점업,3,56
5611,한식 음식점업,4,561
56111,한식 일반 음식점업,5,5611
56112,한식 면 요리 전문점,5,5611
56113,한식 육류 요리 전문점,5,5611
56114,한식 해산물 요리 전문점,5,5611
5612,외국식 음식점업,4,561
56121,중식 음식점업,5,5612
56122,일식 음식점업,5,5612
56123,서양식 음식점업,5,5612
56129,기타 외국식 음식점업,5,5612
5613,기관 구내식당업,4,561
56130,기관 구내식당업,5,5613
5614,출장 및 이동 음식점업,4,561
56141,출장 음식 서비스업,5,5614
56142,이동 음식점업,5,5614
5619,기타 간이 음식점업,4,561
56191,제과점업,5,5619
56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",5,5619
56193,치킨 전문점,5,5619
56194,김밥 및 기타 간이 음식점업,5,5619
56199,간이 음식 포장 판매 전문점,5,5619
562,주점 및 비알코올 음료점업,3,56
5621,주점업,4,562
56211,일반 유흥 주점업,5,5621
56212,무도 유흥 주점업,5,5621
56213,생맥주 전문점,5,5621
56219,기타 주점업,5,5621
5622,비알코올 음료점업,4,562
56221,커피 전문점,5,5622
56229,기타 비알코올 음료점업,5,5622
J,정보통신업,1,
58,출판업,2,J
581,"서적, 잡지 및 기타 인쇄물 출판업",3,58
5811,서적 출판업,4,581
58111,교과서 및 학습 서적 출판업,5,5811
58112,만화 출판업,5,5811
58113,일반 서적 출판업,5,5811
5812,"신문, 잡지 및 정기 간행물 출판업",4,581
58121,신문 발행업,5,5812
58122,잡지 및 정기 간행물 발행업,5,5812
58123,정기 광고 간행물 발행업,5,5812
5819,기타 인쇄물 출판업,4,581
58190,기타 인쇄물 출판업,5,5819
582,소프트웨어 개발 및 공급업,3,58
5821,게임 소프트웨어 개발 및 공급업,4,582
58211,유선 온라인 게임 소프트웨어 개발 및 공급업,5,5821
58212,모바일 게임 소프트웨어 개발 및 공급업,5,5821
58219,기타 게임 소프트웨어 개발 및 공급업,5,5821
